Company: Organization Name,Company: Organization Permalink,Company: Industries,Company: Headquarters Location,Company: Description,Company: CB Rank (Organization),Company: Stage,Company: CB Rank (Company),Company: Founded Date,Company: Investor Type,Company: Investment Stage,Company: Number of Investments,Company: Number of Funding Rounds,Company: Funding Status,Company: Last Funding Type,Company: Total Funding Amount,Company: Last Funding Amount,Company: Number Of Investors,Company: Revenue Range,Organization Permalink,Organization Name,Announced Date,Transaction Name,Transaction Link,Number of Investors,Money Raised,Lead Investors
Hema.to,hema-to,"Artificial Intelligence (AI), Health Care, Health Diagnostics",München,"Hema.to provides fully automated, AI-powered blood cancer detection suggestions based on flow cytometry data.",15209,seed,13403,2021-01-01,,,,2,Raised,seed,7699467,3771956,9,,hema-to,Hema.to,"Jun 26, 2023",Seed Round - Hema.to,https://www.crunchbase.com/funding_round/hema-to-seed--466cc2bc,3,,
Langfuse,finto-acba,"Artificial Intelligence (AI), Developer Tools, SaaS",Berlin,Open source observability & analytics for LLM apps,15265,seed,13455,2022-01-01,,,,1,Raised,seed,4000000,4000000,3,,finto-acba,Langfuse,"Nov 7, 2023",Seed Round - Langfuse,https://www.crunchbase.com/funding_round/finto-acba-seed--e23cfc61,3,,"La Famiglia, Lightspeed Venture Partners"
Orbem,orbem-ff8b,"Artificial Intelligence (AI), Information Technology, Sensor",Munich,Orbem is a sensor-based AI breeding monitoring system.,15292,early_stage_venture,13481,2019-01-01,,,,5,Raised,series_a,41845253,31870715,16,r_00001000,orbem-ff8b,Orbem,"Oct 11, 2023",Series A - Orbem,https://www.crunchbase.com/funding_round/orbem-ff8b-series-a--6a07eb6e,15,,83North
Orbem,orbem-ff8b,"Artificial Intelligence (AI), Information Technology, Sensor",Munich,Orbem is a sensor-based AI breeding monitoring system.,15292,early_stage_venture,13481,2019-01-01,,,,5,Raised,series_a,41845253,31870715,16,r_00001000,orbem-ff8b,Orbem,"Oct 1, 2022",Seed Round - Orbem,https://www.crunchbase.com/funding_round/orbem-ff8b-seed--fb61e094,2,,The Venture Collective
Orbem,orbem-ff8b,"Artificial Intelligence (AI), Information Technology, Sensor",Munich,Orbem is a sensor-based AI breeding monitoring system.,15292,early_stage_venture,13481,2019-01-01,,,,5,Raised,series_a,41845253,31870715,16,r_00001000,orbem-ff8b,Orbem,"Oct 1, 2021",Grant - Orbem,https://www.crunchbase.com/funding_round/orbem-ff8b-grant--49589322,1,,European Innovation Council
Orbem,orbem-ff8b,"Artificial Intelligence (AI), Information Technology, Sensor",Munich,Orbem is a sensor-based AI breeding monitoring system.,15292,early_stage_venture,13481,2019-01-01,,,,5,Raised,series_a,41845253,31870715,16,r_00001000,orbem-ff8b,Orbem,"Apr 1, 2021",Pre Seed Round - Orbem,https://www.crunchbase.com/funding_round/orbem-ff8b-pre-seed--c9f71e35,,,
Orbem,orbem-ff8b,"Artificial Intelligence (AI), Information Technology, Sensor",Munich,Orbem is a sensor-based AI breeding monitoring system.,15292,early_stage_venture,13481,2019-01-01,,,,5,Raised,series_a,41845253,31870715,16,r_00001000,orbem-ff8b,Orbem,"Sep 1, 2019",Grant - Orbem,https://www.crunchbase.com/funding_round/orbem-ff8b-grant--eca32077,,,
OCELL,ocell,"Analytics, Artificial Intelligence (AI), Forestry, Software",Munich,We use aerial photography and AI to develop local forest climate projects companies can invest in.,15333,early_stage_venture,13513,2019-01-01,,,,3,Raised,series_a,15439863,10439863,14,r_00001000,ocell,OCELL,"Jan 29, 2025",Series A - OCELL,https://www.crunchbase.com/funding_round/ocell-series-a--b3ca69e4,5,,Capnamic
OCELL,ocell,"Analytics, Artificial Intelligence (AI), Forestry, Software",Munich,We use aerial photography and AI to develop local forest climate projects companies can invest in.,15333,early_stage_venture,13513,2019-01-01,,,,3,Raised,series_a,15439863,10439863,14,r_00001000,ocell,OCELL,"May 9, 2023",Seed Round - OCELL,https://www.crunchbase.com/funding_round/ocell-seed--75d1ed73,5,,AENU
OCELL,ocell,"Analytics, Artificial Intelligence (AI), Forestry, Software",Munich,We use aerial photography and AI to develop local forest climate projects companies can invest in.,15333,early_stage_venture,13513,2019-01-01,,,,3,Raised,series_a,15439863,10439863,14,r_00001000,ocell,OCELL,"Jun 24, 2021",Pre Seed Round - OCELL,https://www.crunchbase.com/funding_round/ocell-pre-seed--e3ac19a2,7,,
Ultimate,ultimate-ai,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Small and Medium Businesses",Berlin,Ultimate is a virtual agent platform that offers customer service automation.,15406,m_and_a,13577,2017-01-01,,,,7,Raised,non_equity_assistance,27400545,,8,r_00010000,ultimate-ai,Ultimate,"Nov 1, 2022",Non Equity Assistance - Ultimate,https://www.crunchbase.com/funding_round/ultimate-ai-non-equity-assistance--4a9afc69,1,,VentureOut
Ultimate,ultimate-ai,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Small and Medium Businesses",Berlin,Ultimate is a virtual agent platform that offers customer service automation.,15406,m_and_a,13577,2017-01-01,,,,7,Raised,non_equity_assistance,27400545,,8,r_00010000,ultimate-ai,Ultimate,"Dec 3, 2020",Series A - Ultimate,https://www.crunchbase.com/funding_round/ultimate-ai-series-a--9e39c9af,5,,OMERS Ventures
Ultimate,ultimate-ai,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Small and Medium Businesses",Berlin,Ultimate is a virtual agent platform that offers customer service automation.,15406,m_and_a,13577,2017-01-01,,,,7,Raised,non_equity_assistance,27400545,,8,r_00010000,ultimate-ai,Ultimate,"Nov 4, 2019",Seed Round - Ultimate,https://www.crunchbase.com/funding_round/ultimate-ai-seed--12f77817,4,,"HV Capital, Maki.vc"
Ultimate,ultimate-ai,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Small and Medium Businesses",Berlin,Ultimate is a virtual agent platform that offers customer service automation.,15406,m_and_a,13577,2017-01-01,,,,7,Raised,non_equity_assistance,27400545,,8,r_00010000,ultimate-ai,Ultimate,"Sep 20, 2019",Grant - Ultimate,https://www.crunchbase.com/funding_round/ultimate-ai-grant--5fe7e7e8,1,,European Innovation Council
Ultimate,ultimate-ai,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Small and Medium Businesses",Berlin,Ultimate is a virtual agent platform that offers customer service automation.,15406,m_and_a,13577,2017-01-01,,,,7,Raised,non_equity_assistance,27400545,,8,r_00010000,ultimate-ai,Ultimate,"Sep 18, 2018",Seed Round - Ultimate,https://www.crunchbase.com/funding_round/ultimate-ai-seed--8e411f37,2,,"HV Capital, Maki.vc"
Ultimate,ultimate-ai,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Small and Medium Businesses",Berlin,Ultimate is a virtual agent platform that offers customer service automation.,15406,m_and_a,13577,2017-01-01,,,,7,Raised,non_equity_assistance,27400545,,8,r_00010000,ultimate-ai,Ultimate,"Sep 12, 2017",Seed Round - Ultimate,https://www.crunchbase.com/funding_round/ultimate-ai-seed--17716a5b,1,,Techstars
Ultimate,ultimate-ai,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Small and Medium Businesses",Berlin,Ultimate is a virtual agent platform that offers customer service automation.,15406,m_and_a,13577,2017-01-01,,,,7,Raised,non_equity_assistance,27400545,,8,r_00010000,ultimate-ai,Ultimate,"Mar 1, 2017",Angel Round - Ultimate,https://www.crunchbase.com/funding_round/ultimate-ai-angel--283ba595,,,
Rematiq,rematiq,"Artificial Intelligence (AI), Medical, Software",Berlin,Rematiq operates as an AI-native platform for automated product compliance in the medical technology sector.,15409,seed,13580,2023-01-01,,,,1,Raised,seed,5985110,5985110,5,,rematiq,Rematiq,"Apr 10, 2025",Seed Round - Rematiq,https://www.crunchbase.com/funding_round/rematiq-seed--3fcbf1fb,5,,Project A Ventures
paretos,paretos,"Analytics, Artificial Intelligence (AI), E-Commerce, Industrial, Insurance, Machine Learning, Marketing, Professional Services, Retail, SaaS",Heidelberg,"Paretos is the leading AI-based decision intelligence platform to make effective, data-driven decisions across entire organizations.",15451,early_stage_venture,13620,2020-03-01,,,,4,Raised,series_a,19780268,9195004,6,r_00001000,paretos,paretos,"Oct 28, 2024",Series A - paretos,https://www.crunchbase.com/funding_round/paretos-series-a--be39c5fb,5,,Acton Capital
paretos,paretos,"Analytics, Artificial Intelligence (AI), E-Commerce, Industrial, Insurance, Machine Learning, Marketing, Professional Services, Retail, SaaS",Heidelberg,"Paretos is the leading AI-based decision intelligence platform to make effective, data-driven decisions across entire organizations.",15451,early_stage_venture,13620,2020-03-01,,,,4,Raised,series_a,19780268,9195004,6,r_00001000,paretos,paretos,"Sep 20, 2022",Seed Round - paretos,https://www.crunchbase.com/funding_round/paretos-seed--4af387fb,4,,UVC Partners
paretos,paretos,"Analytics, Artificial Intelligence (AI), E-Commerce, Industrial, Insurance, Machine Learning, Marketing, Professional Services, Retail, SaaS",Heidelberg,"Paretos is the leading AI-based decision intelligence platform to make effective, data-driven decisions across entire organizations.",15451,early_stage_venture,13620,2020-03-01,,,,4,Raised,series_a,19780268,9195004,6,r_00001000,paretos,paretos,"Nov 19, 2021",Non Equity Assistance - paretos,https://www.crunchbase.com/funding_round/paretos-non-equity-assistance--59172494,1,,Intel Ignite
paretos,paretos,"Analytics, Artificial Intelligence (AI), E-Commerce, Industrial, Insurance, Machine Learning, Marketing, Professional Services, Retail, SaaS",Heidelberg,"Paretos is the leading AI-based decision intelligence platform to make effective, data-driven decisions across entire organizations.",15451,early_stage_venture,13620,2020-03-01,,,,4,Raised,series_a,19780268,9195004,6,r_00001000,paretos,paretos,"Sep 17, 2021",Seed Round - paretos,https://www.crunchbase.com/funding_round/paretos-seed--f1a894fd,1,,LEA Partners
deepc,deepc,"Artificial Intelligence (AI), Consulting, Health Care, Machine Learning, Medical, Medical Device, Software",Munich,The AI Operating System for the Future of Radiology,15847,early_stage_venture,13976,2019-01-01,,,,4,Raised,series_a,26006621,13000000,7,r_00001000,deepc,deepc,"Jul 25, 2024",Series A - deepc,https://www.crunchbase.com/funding_round/deepc-series-a--bb6b074a,5,,"Bertelsmann Investments, Sofinnova Partners"
deepc,deepc,"Artificial Intelligence (AI), Consulting, Health Care, Machine Learning, Medical, Medical Device, Software",Munich,The AI Operating System for the Future of Radiology,15847,early_stage_venture,13976,2019-01-01,,,,4,Raised,series_a,26006621,13000000,7,r_00001000,deepc,deepc,"Mar 28, 2023",Series A - deepc,https://www.crunchbase.com/funding_round/deepc-series-a--65225de2,3,,Sofinnova Partners
deepc,deepc,"Artificial Intelligence (AI), Consulting, Health Care, Machine Learning, Medical, Medical Device, Software",Munich,The AI Operating System for the Future of Radiology,15847,early_stage_venture,13976,2019-01-01,,,,4,Raised,series_a,26006621,13000000,7,r_00001000,deepc,deepc,"Aug 1, 2022",Non Equity Assistance - deepc,https://www.crunchbase.com/funding_round/deepc-non-equity-assistance--54ccd117,1,,
deepc,deepc,"Artificial Intelligence (AI), Consulting, Health Care, Machine Learning, Medical, Medical Device, Software",Munich,The AI Operating System for the Future of Radiology,15847,early_stage_venture,13976,2019-01-01,,,,4,Raised,series_a,26006621,13000000,7,r_00001000,deepc,deepc,"Feb 24, 2021",Seed Round - deepc,https://www.crunchbase.com/funding_round/deepc-seed--a46d47e3,1,,Initiative for Industrial Innovators
Cortea,cortea,"Artificial Intelligence (AI), Consulting, Document Management, Professional Services, Software, Tax Consulting",Berlin,"Cortea uses artificial intelligence to change audits by speeding up processes, improving accuracy, and increasing transparency.",15861,seed,13988,2024-01-01,,,,1,Raised,seed,3392153,3392153,6,,cortea,Cortea,"Mar 19, 2025",Seed Round - Cortea,https://www.crunchbase.com/funding_round/cortea-seed--5f160e86,6,,Cherry Ventures
KINEXON,kinexon,"Artificial Intelligence (AI), Industrial Automation, Industrial Manufacturing, Information Technology, Internet of Things, Logistics, Software",Munich,Real-time location intelligence for the Internet of Things.,15909,early_stage_venture,14031,2012-01-01,,,,4,Raised,series_a,147790745,130000000,6,r_00010000,kinexon,KINEXON,"Apr 26, 2022",Series A - KINEXON,https://www.crunchbase.com/funding_round/kinexon-series-a--39a0413b,3,,THL
KINEXON,kinexon,"Artificial Intelligence (AI), Industrial Automation, Industrial Manufacturing, Information Technology, Internet of Things, Logistics, Software",Munich,Real-time location intelligence for the Internet of Things.,15909,early_stage_venture,14031,2012-01-01,,,,4,Raised,series_a,147790745,130000000,6,r_00010000,kinexon,KINEXON,"Nov 16, 2020",Debt Financing - KINEXON,https://www.crunchbase.com/funding_round/kinexon-debt-financing--9355b15e,1,,European Investment Bank
KINEXON,kinexon,"Artificial Intelligence (AI), Industrial Automation, Industrial Manufacturing, Information Technology, Internet of Things, Logistics, Software",Munich,Real-time location intelligence for the Internet of Things.,15909,early_stage_venture,14031,2012-01-01,,,,4,Raised,series_a,147790745,130000000,6,r_00010000,kinexon,KINEXON,"Jan 1, 2016",Venture Round - KINEXON,https://www.crunchbase.com/funding_round/kinexon-series-unknown--d7d435a7,1,,
KINEXON,kinexon,"Artificial Intelligence (AI), Industrial Automation, Industrial Manufacturing, Information Technology, Internet of Things, Logistics, Software",Munich,Real-time location intelligence for the Internet of Things.,15909,early_stage_venture,14031,2012-01-01,,,,4,Raised,series_a,147790745,130000000,6,r_00010000,kinexon,KINEXON,"Jul 1, 2014",Seed Round - KINEXON,https://www.crunchbase.com/funding_round/kinexon-seed--f9d23684,1,,
Artificient Mobility Intelligence,artificient-mobility-intelligence,"Artificial Intelligence (AI), Auto Insurance, Car Sharing, Computer Vision, Electric Vehicle, InsurTech, Logistics, Machine Learning, Mobile Apps",Aachen,"University Spin-off from Germany Offering Research Level AI to Evaluate Driving Safety, Track CO2 Footprint & Lower Accident Costs",16357,seed,14438,2022-08-01,,,,3,Raised,pre_seed,806175,806175,5,r_00001000,artificient-mobility-intelligence,Artificient Mobility Intelligence,"Jun 9, 2023",Pre Seed Round - Artificient Mobility Intelligence,https://www.crunchbase.com/funding_round/artificient-mobility-intelligence-pre-seed--341e013d,3,,"APX, Lifetime Ventures"
Artificient Mobility Intelligence,artificient-mobility-intelligence,"Artificial Intelligence (AI), Auto Insurance, Car Sharing, Computer Vision, Electric Vehicle, InsurTech, Logistics, Machine Learning, Mobile Apps",Aachen,"University Spin-off from Germany Offering Research Level AI to Evaluate Driving Safety, Track CO2 Footprint & Lower Accident Costs",16357,seed,14438,2022-08-01,,,,3,Raised,pre_seed,806175,806175,5,r_00001000,artificient-mobility-intelligence,Artificient Mobility Intelligence,"Feb 1, 2023",Pre Seed Round - Artificient Mobility Intelligence,https://www.crunchbase.com/funding_round/artificient-mobility-intelligence-pre-seed--38ef7b46,,,
Artificient Mobility Intelligence,artificient-mobility-intelligence,"Artificial Intelligence (AI), Auto Insurance, Car Sharing, Computer Vision, Electric Vehicle, InsurTech, Logistics, Machine Learning, Mobile Apps",Aachen,"University Spin-off from Germany Offering Research Level AI to Evaluate Driving Safety, Track CO2 Footprint & Lower Accident Costs",16357,seed,14438,2022-08-01,,,,3,Raised,pre_seed,806175,806175,5,r_00001000,artificient-mobility-intelligence,Artificient Mobility Intelligence,"Apr 1, 2022",Non Equity Assistance - Artificient Mobility Intelligence,https://www.crunchbase.com/funding_round/artificient-mobility-intelligence-non-equity-assistance--149ccb9f,2,,
Floy,floy,"Artificial Intelligence (AI), Health Care, Health Diagnostics, SaaS, Software",Munich,Developing AI to support radiologists in seeing diseases difficult to detect.,16407,seed,14483,2021-06-01,,,,4,Raised,seed,13276267,3778738,5,,floy,Floy,"Feb 14, 2025",Seed Round - Floy,https://www.crunchbase.com/funding_round/floy-seed--ef2cfa91,5,,"Acurio Ventures, HV Capital"
Floy,floy,"Artificial Intelligence (AI), Health Care, Health Diagnostics, SaaS, Software",Munich,Developing AI to support radiologists in seeing diseases difficult to detect.,16407,seed,14483,2021-06-01,,,,4,Raised,seed,13276267,3778738,5,,floy,Floy,"Nov 16, 2023",Seed Round - Floy,https://www.crunchbase.com/funding_round/floy-seed--920663a1,5,,HV Capital
Floy,floy,"Artificial Intelligence (AI), Health Care, Health Diagnostics, SaaS, Software",Munich,Developing AI to support radiologists in seeing diseases difficult to detect.,16407,seed,14483,2021-06-01,,,,4,Raised,seed,13276267,3778738,5,,floy,Floy,"Jul 12, 2022",Convertible Note - Floy,https://www.crunchbase.com/funding_round/floy-convertible-note--52131640,2,,10x Founders
Floy,floy,"Artificial Intelligence (AI), Health Care, Health Diagnostics, SaaS, Software",Munich,Developing AI to support radiologists in seeing diseases difficult to detect.,16407,seed,14483,2021-06-01,,,,4,Raised,seed,13276267,3778738,5,,floy,Floy,"Aug 25, 2021",Pre Seed Round - Floy,https://www.crunchbase.com/funding_round/floy-pre-seed--b05aeb02,2,,10x Founders
SEMRON,semron,"3D Technology, Artificial Intelligence (AI), B2B",Dresden,"SEMRON develops a 3D-scaled AI inference chip, based on a new proven semiconductor device.",16623,seed,14680,2020-01-01,,,,4,Raised,seed,10415398,2500000,14,r_00001000,semron,SEMRON,"Feb 18, 2025",Seed Round - SEMRON,https://www.crunchbase.com/funding_round/semron-seed--c77be0c7,1,,EIC Accelerator
SEMRON,semron,"3D Technology, Artificial Intelligence (AI), B2B",Dresden,"SEMRON develops a 3D-scaled AI inference chip, based on a new proven semiconductor device.",16623,seed,14680,2020-01-01,,,,4,Raised,seed,10415398,2500000,14,r_00001000,semron,SEMRON,"Jan 30, 2024",Seed Round - SEMRON,https://www.crunchbase.com/funding_round/semron-seed--57993a22,11,,Join Capital
SEMRON,semron,"3D Technology, Artificial Intelligence (AI), B2B",Dresden,"SEMRON develops a 3D-scaled AI inference chip, based on a new proven semiconductor device.",16623,seed,14680,2020-01-01,,,,4,Raised,seed,10415398,2500000,14,r_00001000,semron,SEMRON,"Nov 6, 2023",Non Equity Assistance - SEMRON,https://www.crunchbase.com/funding_round/semron-non-equity-assistance--61b807c2,1,,Intel Ignite
SEMRON,semron,"3D Technology, Artificial Intelligence (AI), B2B",Dresden,"SEMRON develops a 3D-scaled AI inference chip, based on a new proven semiconductor device.",16623,seed,14680,2020-01-01,,,,4,Raised,seed,10415398,2500000,14,r_00001000,semron,SEMRON,"May 8, 2023",Non Equity Assistance - SEMRON,https://www.crunchbase.com/funding_round/semron-non-equity-assistance--d4cfb78e,1,,
Hypatos,hypatos,"Artificial Intelligence (AI), Computer, Software",Berlin,Hypatos is a process automation startup.,16681,early_stage_venture,14733,2018-01-01,,,,3,Raised,series_a,15463458,,10,r_00010000,hypatos,Hypatos,"Jan 11, 2022",Series A - Hypatos,https://www.crunchbase.com/funding_round/hypatos-series-a--701c0f43,5,,DN Capital
Hypatos,hypatos,"Artificial Intelligence (AI), Computer, Software",Berlin,Hypatos is a process automation startup.,16681,early_stage_venture,14733,2018-01-01,,,,3,Raised,series_a,15463458,,10,r_00010000,hypatos,Hypatos,"Sep 3, 2020",Seed Round - Hypatos,https://www.crunchbase.com/funding_round/hypatos-seed--bc01729c,4,,"BlackFin Capital Partners, Grazia Equity, UVC Partners"
Hypatos,hypatos,"Artificial Intelligence (AI), Computer, Software",Berlin,Hypatos is a process automation startup.,16681,early_stage_venture,14733,2018-01-01,,,,3,Raised,series_a,15463458,,10,r_00010000,hypatos,Hypatos,"Dec 1, 2018",Seed Round - Hypatos,https://www.crunchbase.com/funding_round/hypatos-seed--e3a5504a,3,,
Mixedbread,mixedbread-ai,"Artificial Intelligence (AI), Semantic Search, Software",Berlin,Mixedbread AI is an AI platform that provides open-source in-house embedding and reranking models.,17227,seed,15224,2023-11-01,,,,2,Raised,seed,6355000,5500000,4,,mixedbread-ai,Mixedbread,"Feb 10, 2025",Seed Round - Mixedbread,https://www.crunchbase.com/funding_round/mixedbread-ai-seed--0133dd74,,,
Mixedbread,mixedbread-ai,"Artificial Intelligence (AI), Semantic Search, Software",Berlin,Mixedbread AI is an AI platform that provides open-source in-house embedding and reranking models.,17227,seed,15224,2023-11-01,,,,2,Raised,seed,6355000,5500000,4,,mixedbread-ai,Mixedbread,"Jan 23, 2024",Pre Seed Round - Mixedbread,https://www.crunchbase.com/funding_round/mixedbread-ai-pre-seed--74927fed,4,,
Prior Labs,prior-labs,"Artificial Intelligence (AI), Database, Machine Learning",Berlin,Prior Labs is developing innovative foundation models that understand spreadsheets and databases.,17676,seed,15631,2024-01-01,,,,1,Raised,pre_seed,9372579,9372579,14,,prior-labs,Prior Labs,"Feb 5, 2025",Pre Seed Round - Prior Labs,https://www.crunchbase.com/funding_round/prior-labs-pre-seed--8f1f18b2,14,,Balderton Capital
Merantix Capital,merantix,"Artificial Intelligence (AI), Big Data, Impact Investing, Machine Learning, Predictive Analytics, Software, Venture Capital",Berlin,Building and investing in AI since 2016,18132,seed,16041,2016-03-01,venture_capital,"early_stage_venture,seed",19,3,Raised,seed,37548634,,6,r_00010000,merantix,Merantix Capital,"Sep 1, 2021",Seed Round - Merantix Capital,https://www.crunchbase.com/funding_round/merantix-seed--8129e0e6,1,,
Merantix Capital,merantix,"Artificial Intelligence (AI), Big Data, Impact Investing, Machine Learning, Predictive Analytics, Software, Venture Capital",Berlin,Building and investing in AI since 2016,18132,seed,16041,2016-03-01,venture_capital,"early_stage_venture,seed",19,3,Raised,seed,37548634,,6,r_00010000,merantix,Merantix Capital,"Jan 27, 2020",Series A - Merantix Capital,https://www.crunchbase.com/funding_round/merantix-series-a--5c030c00,2,,"The Robert Wood Johnson Foundation, The W.K. Kellogg Foundation"
Merantix Capital,merantix,"Artificial Intelligence (AI), Big Data, Impact Investing, Machine Learning, Predictive Analytics, Software, Venture Capital",Berlin,Building and investing in AI since 2016,18132,seed,16041,2016-03-01,venture_capital,"early_stage_venture,seed",19,3,Raised,seed,37548634,,6,r_00010000,merantix,Merantix Capital,"Jul 31, 2018",Seed Round - Merantix Capital,https://www.crunchbase.com/funding_round/merantix-seed--62da206d,3,,Linden Capital
Akeso,akeso,"Artificial Intelligence (AI), Health Care, InsurTech, Machine Learning",Moscow,Aeso is a provider of clinical research studies that analysis of medical data using machine learning.,18149,seed,16058,2017-01-01,,,,1,Raised,seed,40189,40189,1,,akeso,Akeso,"Jun 1, 2018",Seed Round - Akeso,https://www.crunchbase.com/funding_round/akeso-seed--eeecb912,1,,
Insight Hero,insight-hero,"Artificial Intelligence (AI), E-Commerce, Enterprise Software, Machine Learning",Gütersloh,"Insight Hero replaces traditional human price negotiations with AI to create dynamic, profit-driven e-commerce pricing.",18632,seed,16498,2022-08-27,,,,1,Raised,pre_seed,326145,326145,1,,insight-hero,Insight Hero,"Jan 23, 2023",Pre Seed Round - Insight Hero,https://www.crunchbase.com/funding_round/insight-hero-pre-seed--3f19a609,1,,
StudySmarter,studysmarter,"Artificial Intelligence (AI), EdTech, Education",München,StudySmarter is an EdTech company that develops an intelligent and content-agnostic platform for lifelong learning.,19002,early_stage_venture,16843,2017-01-01,,,,4,Raised,series_a,33200000,31000000,9,r_00001000,studysmarter,StudySmarter,"May 5, 2021",Series A - StudySmarter,https://www.crunchbase.com/funding_round/studysmarter-series-a--bb5271ff,5,,"Goodwater Capital, Left Lane Capital, Owl Ventures"
StudySmarter,studysmarter,"Artificial Intelligence (AI), EdTech, Education",München,StudySmarter is an EdTech company that develops an intelligent and content-agnostic platform for lifelong learning.,19002,early_stage_venture,16843,2017-01-01,,,,4,Raised,series_a,33200000,31000000,9,r_00001000,studysmarter,StudySmarter,"Apr 1, 2020",Seed Round - StudySmarter,https://www.crunchbase.com/funding_round/studysmarter-seed--99b9e85f,1,,DvH Ventures
StudySmarter,studysmarter,"Artificial Intelligence (AI), EdTech, Education",München,StudySmarter is an EdTech company that develops an intelligent and content-agnostic platform for lifelong learning.,19002,early_stage_venture,16843,2017-01-01,,,,4,Raised,series_a,33200000,31000000,9,r_00001000,studysmarter,StudySmarter,"Dec 17, 2018",Pre Seed Round - StudySmarter,https://www.crunchbase.com/funding_round/studysmarter-pre-seed--98783f06,3,,
StudySmarter,studysmarter,"Artificial Intelligence (AI), EdTech, Education",München,StudySmarter is an EdTech company that develops an intelligent and content-agnostic platform for lifelong learning.,19002,early_stage_venture,16843,2017-01-01,,,,4,Raised,series_a,33200000,31000000,9,r_00001000,studysmarter,StudySmarter,"Sep 15, 2017",Non Equity Assistance - StudySmarter,https://www.crunchbase.com/funding_round/studysmarter-non-equity-assistance--e6dcd381,1,,Axel Springer Plug and Play Accelerator
Plato,plato-37a2,"Artificial Intelligence (AI), Sales, Software, Web Apps",Berlin,Plato is a technology company that provides solutions to optimize B2B and sales processes for organizations,19010,seed,16849,2023-01-01,,,,1,Raised,pre_seed,6524576,6524576,18,,plato-37a2,Plato,"Nov 4, 2024",Pre Seed Round - Plato,https://www.crunchbase.com/funding_round/plato-37a2-pre-seed--5b1b007e,18,,Cherry Ventures
Finanzguru,finanzguru-by-dwins-gmbh,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",Frankfurt,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,19065,early_stage_venture,16899,2015-08-03,,,,6,Raised,series_b,30174944,14245170,11,r_00001000,finanzguru-by-dwins-gmbh,Finanzguru,"Apr 4, 2023",Series B - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-series-b--72086598,9,,"PayPal Ventures, SCOR Ventures"
Finanzguru,finanzguru-by-dwins-gmbh,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",Frankfurt,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,19065,early_stage_venture,16899,2015-08-03,,,,6,Raised,series_b,30174944,14245170,11,r_00001000,finanzguru-by-dwins-gmbh,Finanzguru,"Jan 11, 2022",Series A - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-series-a--e781b2e4,4,,"Redstone.VC, VR Ventures"
Finanzguru,finanzguru-by-dwins-gmbh,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",Frankfurt,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,19065,early_stage_venture,16899,2015-08-03,,,,6,Raised,series_b,30174944,14245170,11,r_00001000,finanzguru-by-dwins-gmbh,Finanzguru,"Aug 7, 2019",Seed Round - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-seed--fa67247a,4,,
Finanzguru,finanzguru-by-dwins-gmbh,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",Frankfurt,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,19065,early_stage_venture,16899,2015-08-03,,,,6,Raised,series_b,30174944,14245170,11,r_00001000,finanzguru-by-dwins-gmbh,Finanzguru,"Apr 1, 2018",Pre Seed Round - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-pre-seed--9128b644,1,,
Finanzguru,finanzguru-by-dwins-gmbh,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",Frankfurt,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,19065,early_stage_venture,16899,2015-08-03,,,,6,Raised,series_b,30174944,14245170,11,r_00001000,finanzguru-by-dwins-gmbh,Finanzguru,"Nov 2, 2017",Pre Seed Round - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-pre-seed--779c10d5,1,,
Finanzguru,finanzguru-by-dwins-gmbh,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",Frankfurt,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,19065,early_stage_venture,16899,2015-08-03,,,,6,Raised,series_b,30174944,14245170,11,r_00001000,finanzguru-by-dwins-gmbh,Finanzguru,"Oct 1, 2016",Pre Seed Round - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-pre-seed--a7c70b0b,1,,
