Company: Organization Name,Company: Organization Permalink,Company: Industries,Company: Headquarters Location,Company: Description,Company: CB Rank (Organization),Company: Stage,Company: CB Rank (Company),Company: Founded Date,Company: Investor Type,Company: Investment Stage,Company: Number of Investments,Company: Number of Funding Rounds,Company: Funding Status,Company: Last Funding Type,Company: Total Funding Amount,Company: Last Funding Amount,Company: Number Of Investors,Company: Revenue Range,Organization Permalink,Organization Name,Announced Date,Transaction Name,Transaction Link,Number of Investors,Money Raised,Lead Investors
ChemInnovation,cheminnovation,"Artificial Intelligence (AI), Chemical, Generative AI, Software",Münster,"Chemical Data Analysis, GC-MS, Analytical Chemistry, SaaS, AI, Automatization",108901,,101867,2023-01-01,,,,1,Raised,grant,926878,926878,1,,cheminnovation,ChemInnovation,"Mar 30, 2023",Grant - ChemInnovation,https://www.crunchbase.com/funding_round/cheminnovation-grant--3929e862,1,€850K,
Segmentive.AI,segmentive-ai,"Artificial Intelligence (AI), Real Time, Video Editing",Mittweida,Segmentive is a breakthrough video segmentation technology for mobile that empowers users to create impossible moments in real-time.,109315,seed,102263,2019-06-01,,,,1,Raised,seed,2374510,2374510,1,r_00000000,segmentive-ai,Segmentive.AI,"Aug 5, 2020",Seed Round - Segmentive.AI,https://www.crunchbase.com/funding_round/segmentive-ai-seed--3d84f18f,1,€2M,TGFS - Technologiegründerfonds Sachsen
Xound,xound,"Artificial Intelligence (AI), SaaS, Video",Munich,"Xound is an AI voice cleaner and background noise remover for content creators, podcasters, YouTubers, and Tiktokers.",109570,seed,102510,2023-05-01,,,,1,Raised,seed,128370,128370,1,r_00000000,xound,Xound,"Jun 6, 2023",Seed Round - Xound,https://www.crunchbase.com/funding_round/xound-seed--7dde14ea,1,€120K,
Coachinho,coachinho,"Artificial Intelligence (AI), Computer Vision, E-Learning, Education, eSports, Gaming, Soccer, Sports, Video on Demand",Bonn,Our interactive Learning Game App provides digital Training with Soccer Pro's based on AI - real-time feedback based on Pros' motion data.,109683,seed,102617,2021-03-02,,,,2,Raised,pre_seed,445498,208582,2,,coachinho,Coachinho,"Jul 1, 2022",Pre Seed Round - Coachinho,https://www.crunchbase.com/funding_round/coachinho-pre-seed--685b58b5,1,€200K,NRW.BANK
Coachinho,coachinho,"Artificial Intelligence (AI), Computer Vision, E-Learning, Education, eSports, Gaming, Soccer, Sports, Video on Demand",Bonn,Our interactive Learning Game App provides digital Training with Soccer Pro's based on AI - real-time feedback based on Pros' motion data.,109683,seed,102617,2021-03-02,,,,2,Raised,pre_seed,445498,208582,2,,coachinho,Coachinho,"Jul 1, 2021",Pre Seed Round - Coachinho,https://www.crunchbase.com/funding_round/coachinho-pre-seed--a4076c3f,2,€200K,NRW.BANK
Mesaic,mesaic,"Artificial Intelligence (AI), Enterprise, Enterprise Applications, Enterprise Software, Messaging, SaaS, Software",Hamburg,"Mesaic empowers companies with automation & AI to build great relationships with customers, leveraging conversational channels.",109770,seed,102702,2016-01-01,,,,1,Raised,seed,2478619,2478619,,r_00001000,mesaic,Mesaic,"Mar 13, 2018",Seed Round - Mesaic,https://www.crunchbase.com/funding_round/mesaic-seed--e1880850,,€2M,
Flowsight,flowsight,"Artificial Intelligence (AI), Brewing, Predictive Analytics",Augsburg,The monitoring feature of Flowsight Brewcast enables complete transparency by visualizing the whole brewing process.,110784,seed,103672,2023-01-01,,,,1,Raised,pre_seed,1000000,1000000,4,,flowsight,Flowsight,"Jun 22, 2023",Pre Seed Round - Flowsight,https://www.crunchbase.com/funding_round/flowsight-pre-seed--50dc09b8,4,$1M,
CREX Capital,crex-capital,"Artificial Intelligence (AI), Financial Services, Machine Learning, Transaction Processing",Berlin,CREX Capital is a Financial Service company that provides a regulatory-compliant process for commercial real estate financing transactions.,110861,seed,103743,2022-01-01,,,,2,Raised,pre_seed,108735,108735,2,,crex-capital,CREX Capital,"May 15, 2023",Pre Seed Round - CREX Capital,https://www.crunchbase.com/funding_round/crex-capital-pre-seed--7b46f171,1,€100K,Startup Wise Guys
CREX Capital,crex-capital,"Artificial Intelligence (AI), Financial Services, Machine Learning, Transaction Processing",Berlin,CREX Capital is a Financial Service company that provides a regulatory-compliant process for commercial real estate financing transactions.,110861,seed,103743,2022-01-01,,,,2,Raised,pre_seed,108735,108735,2,,crex-capital,CREX Capital,"Feb 2, 2023",Convertible Note - CREX Capital,https://www.crunchbase.com/funding_round/crex-capital-convertible-note--d06a0998,1,—,
CERPRO,cerpro,"Artificial Intelligence (AI), Cloud Computing, Productivity Tools",Hamburg,"CERPRO helps reimagining the future of production using artificial intelligence, and cloud computing technologies.",111628,seed,104476,2023-06-01,,,,1,Raised,pre_seed,20000,20000,1,,cerpro,CERPRO,"Jun 16, 2023",Pre Seed Round - CERPRO,https://www.crunchbase.com/funding_round/cerpro-pre-seed--adf62214,1,$20K,Techstars
PnPAI,pnpai,"Artificial Intelligence (AI), E-Commerce, Machine Learning, SaaS, Software",Munich,"AIaaS platform for small and medium businesses. Industry-focused solutions for ecommerce, retail, healthcare, finance, and more.",111844,seed,104687,2023-04-17,,,,1,Raised,pre_seed,50000,50000,1,,pnpai,PnPAI,"Jun 1, 2023",Pre Seed Round - PnPAI,https://www.crunchbase.com/funding_round/pnpai-pre-seed--aabcaf99,1,$50K,Plug and Play
Basking.io,basking-automation,"Analytics, Artificial Intelligence (AI), Location Based Services, Real Estate, SaaS, Software",Berlin,Basking.io is an AI & WiFi-based workplace occupancy analytics platform.,112484,seed,105305,2017-12-01,,,,3,Raised,seed,120000,,5,r_00000000,basking-automation,Basking.io,"Aug 12, 2021",Seed Round - Basking.io,https://www.crunchbase.com/funding_round/basking-automation-seed--e7067e7e,3,—,
Basking.io,basking-automation,"Analytics, Artificial Intelligence (AI), Location Based Services, Real Estate, SaaS, Software",Berlin,Basking.io is an AI & WiFi-based workplace occupancy analytics platform.,112484,seed,105305,2017-12-01,,,,3,Raised,seed,120000,,5,r_00000000,basking-automation,Basking.io,"Sep 10, 2018",Seed Round - Basking.io,https://www.crunchbase.com/funding_round/basking-automation-seed--5ed2582c,1,$120K,Techstars
Basking.io,basking-automation,"Analytics, Artificial Intelligence (AI), Location Based Services, Real Estate, SaaS, Software",Berlin,Basking.io is an AI & WiFi-based workplace occupancy analytics platform.,112484,seed,105305,2017-12-01,,,,3,Raised,seed,120000,,5,r_00000000,basking-automation,Basking.io,"Dec 21, 2017",Seed Round - Basking.io,https://www.crunchbase.com/funding_round/basking-automation-seed--a30d84d3,1,—,
musicube,musicube,"Artificial Intelligence (AI), Audio, B2B, Big Data, Machine Learning, Music, Music Streaming, Software",Hamburg,musicube is an AI metadata and music search company.,113206,m_and_a,106001,2019-01-01,,,,4,Raised,seed,919000,560000,3,r_00000000,musicube,musicube,"Sep 13, 2021",Seed Round - musicube,https://www.crunchbase.com/funding_round/musicube-seed--3bca3f98,2,$560K,Holger Hübner
musicube,musicube,"Artificial Intelligence (AI), Audio, B2B, Big Data, Machine Learning, Music, Music Streaming, Software",Hamburg,musicube is an AI metadata and music search company.,113206,m_and_a,106001,2019-01-01,,,,4,Raised,seed,919000,560000,3,r_00000000,musicube,musicube,"Dec 19, 2020",Pre Seed Round - musicube,https://www.crunchbase.com/funding_round/musicube-pre-seed--474013f7,1,$177K,
musicube,musicube,"Artificial Intelligence (AI), Audio, B2B, Big Data, Machine Learning, Music, Music Streaming, Software",Hamburg,musicube is an AI metadata and music search company.,113206,m_and_a,106001,2019-01-01,,,,4,Raised,seed,919000,560000,3,r_00000000,musicube,musicube,"Jul 1, 2020",Pre Seed Round - musicube,https://www.crunchbase.com/funding_round/musicube-pre-seed--30f505af,2,$123K,nextMedia.Hamburg
musicube,musicube,"Artificial Intelligence (AI), Audio, B2B, Big Data, Machine Learning, Music, Music Streaming, Software",Hamburg,musicube is an AI metadata and music search company.,113206,m_and_a,106001,2019-01-01,,,,4,Raised,seed,919000,560000,3,r_00000000,musicube,musicube,"Dec 16, 2019",Pre Seed Round - musicube,https://www.crunchbase.com/funding_round/musicube-pre-seed--cc26ac09,,$59K,
Sizolution,sizolution,"Artificial Intelligence (AI), E-Commerce, Fashion, SaaS, Software",Berlin,Sizolution is an AI based SaaS for fashion ecommerce.,113330,seed,106119,2015-01-01,,,,3,Raised,seed,642957,442957,3,r_00000000,sizolution,Sizolution,"Sep 17, 2019",Seed Round - Sizolution,https://www.crunchbase.com/funding_round/sizolution-seed--7f46432b,1,€400K,
Sizolution,sizolution,"Artificial Intelligence (AI), E-Commerce, Fashion, SaaS, Software",Berlin,Sizolution is an AI based SaaS for fashion ecommerce.,113330,seed,106119,2015-01-01,,,,3,Raised,seed,642957,442957,3,r_00000000,sizolution,Sizolution,"Jul 1, 2018",Seed Round - Sizolution,https://www.crunchbase.com/funding_round/sizolution-seed--31cac684,1,—,Ivan Bannikov
Sizolution,sizolution,"Artificial Intelligence (AI), E-Commerce, Fashion, SaaS, Software",Berlin,Sizolution is an AI based SaaS for fashion ecommerce.,113330,seed,106119,2015-01-01,,,,3,Raised,seed,642957,442957,3,r_00000000,sizolution,Sizolution,"Oct 1, 2017",Seed Round - Sizolution,https://www.crunchbase.com/funding_round/sizolution-seed--01256b58,1,$200K,The Untitled Venture Company
CST,cst-gmbh,"Artificial Intelligence (AI), Automotive, Cloud Data Services, Computer Vision, Information Technology, Internet of Things, Machine Learning, Quality Assurance, Sensor, Software",Waldshut-tiengen,Cloud-based mobile tread depth measurement,113398,early_stage_venture,106186,2014-11-28,,,,2,Raised,series_a,1137831,687386,3,r_00001000,cst-gmbh,CST,"Jan 13, 2022",Series A - CST,https://www.crunchbase.com/funding_round/cst-gmbh-series-a--497150a4,1,€600K,MBG Baden Wuerttemberg
CST,cst-gmbh,"Artificial Intelligence (AI), Automotive, Cloud Data Services, Computer Vision, Information Technology, Internet of Things, Machine Learning, Quality Assurance, Sensor, Software",Waldshut-tiengen,Cloud-based mobile tread depth measurement,113398,early_stage_venture,106186,2014-11-28,,,,2,Raised,series_a,1137831,687386,3,r_00001000,cst-gmbh,CST,"Jul 18, 2019",Pre Seed Round - CST,https://www.crunchbase.com/funding_round/cst-gmbh-pre-seed--e8cf5c1a,2,€400K,L-Bank
Modoplus,modoplus,"Artificial Intelligence (AI), Information Technology, Software",Hamburg,Modoplus is a cloud-based AI platform that helps real estate developers to plan in the early stage of development.,113730,seed,106506,2021-01-01,,,,1,Raised,pre_seed,551980,551980,,r_00000000,modoplus,Modoplus,"Aug 19, 2022",Pre Seed Round - Modoplus,https://www.crunchbase.com/funding_round/modoplus-pre-seed--bdf5f509,,€550K,
Matthias Anderer GmbH,matthias-anderer-gmbh,"Analytics, Artificial Intelligence (AI), Consulting",Holzkirchen,"Matthias Anderer GmbH offers consulting services focused on AI, helping businesses develop functional data products and prototypes.",113847,seed,106617,2023-01-01,,,,1,Raised,pre_seed,500000,500000,,,matthias-anderer-gmbh,Matthias Anderer GmbH,"Nov 2, 2023",Pre Seed Round - Matthias Anderer GmbH,https://www.crunchbase.com/funding_round/matthias-anderer-gmbh-pre-seed--20f86243,,$500K,
Arttac Solutions,arttac-solutions,"Artificial Intelligence (AI), Information Technology, Machine Learning, Technical Support, Web Development",Nuremberg,Arttac Solutions uses AI technology and vector databases for businesses. Their AI supports business workers every day - fully GDPR-compliant,114600,seed,107347,2019-05-09,,,,2,Raised,seed,342571,169100,,r_00000000,arttac-solutions,Arttac Solutions,"Feb 1, 2022",Seed Round - Arttac Solutions,https://www.crunchbase.com/funding_round/arttac-solutions-seed--bc6c5719,,€150K,
Arttac Solutions,arttac-solutions,"Artificial Intelligence (AI), Information Technology, Machine Learning, Technical Support, Web Development",Nuremberg,Arttac Solutions uses AI technology and vector databases for businesses. Their AI supports business workers every day - fully GDPR-compliant,114600,seed,107347,2019-05-09,,,,2,Raised,seed,342571,169100,,r_00000000,arttac-solutions,Arttac Solutions,"Oct 10, 2021",Pre Seed Round - Arttac Solutions,https://www.crunchbase.com/funding_round/arttac-solutions-pre-seed--a3c2715f,,€150K,
Laya Technologies,laya-technologies,"Artificial Intelligence (AI), Information Technology, Travel",Munich,"Laya enables dynamic, fully automated vacation packages for travel brands.",115114,seed,107843,2020-02-01,,,,1,Raised,seed,4772142,4772142,,r_00001000,laya-technologies,Laya Technologies,"Jun 23, 2021",Seed Round - Laya Technologies,https://www.crunchbase.com/funding_round/laya-technologies-seed--da275485,,€4M,
LifeTap,lifetap,"Artificial Intelligence (AI), Information Technology, Machine Learning, Mobile",Berlin,group recommendations for your leisure time,115165,seed,107892,2021-01-07,,,,2,Raised,pre_seed,230134,120000,1,,lifetap,LifeTap,"Apr 5, 2022",Pre Seed Round - LifeTap,https://www.crunchbase.com/funding_round/lifetap-pre-seed--66161944,1,,Techstars
LifeTap,lifetap,"Artificial Intelligence (AI), Information Technology, Machine Learning, Mobile",Berlin,group recommendations for your leisure time,115165,seed,107892,2021-01-07,,,,2,Raised,pre_seed,230134,120000,1,,lifetap,LifeTap,"Mar 10, 2022",Pre Seed Round - LifeTap,https://www.crunchbase.com/funding_round/lifetap-pre-seed--822e87f9,,,
DriotData,driotdata,"Artificial Intelligence (AI), Big Data, Data Mining, Developer Tools, Internet of Things, Machine Learning, SaaS, Smart Cities, Software Engineering",Munich,Deep Tech Smart Service Creation for the Internet of Things,115279,,108002,2021-07-28,,,,1,Raised,grant,242431,242431,,,driotdata,DriotData,"Nov 1, 2021",Grant - DriotData,https://www.crunchbase.com/funding_round/driotdata-grant--2ac2005a,,,
The SaaS Co.,the-saas-co,"Artificial Intelligence (AI), B2B, SaaS, Sales, Software",Berlin,"The SaaS Co. is an AI assistant for sales and customer care that reads, understands, categorizes and drafts emails.",115866,seed,108564,2014-07-31,,,,1,Raised,seed,843570,843570,,r_00001000,the-saas-co,The SaaS Co.,"Nov 23, 2016",Seed Round - The SaaS Co.,https://www.crunchbase.com/funding_round/the-saas-co-seed--8bc43109,,,
Autumn AI,autumn-ai,"Artificial Intelligence (AI), Machine Learning, Open Source",Berlin,Autumn AI makes machine learning and artificial intelligence accessible for developers and companies. Developed Leaf,116307,seed,108995,2015-04-01,,,,1,Raised,seed,27430,27430,1,,autumn-ai,Autumn AI,"Aug 3, 2015",Seed Round - Autumn AI,https://www.crunchbase.com/funding_round/autumn-ai-seed--dba5a3f3,1,,
Alpaca,alpaca,"Artificial Intelligence (AI), Consumer, Facebook, Home Services, Machine Learning, Marketplace, Rental Property",Berlin,Alpaca is a tech start-up that helps both renters and landlords throughout the tedious journey of renting apartments.,116357,m_and_a,109045,2018-07-10,,,,2,Raised,non_equity_assistance,100000,,7,r_00001000,alpaca,Alpaca,"Sep 6, 2019",Non Equity Assistance - Alpaca,https://www.crunchbase.com/funding_round/alpaca-non-equity-assistance--cce8cdb2,1,,
Alpaca,alpaca,"Artificial Intelligence (AI), Consumer, Facebook, Home Services, Machine Learning, Marketplace, Rental Property",Berlin,Alpaca is a tech start-up that helps both renters and landlords throughout the tedious journey of renting apartments.,116357,m_and_a,109045,2018-07-10,,,,2,Raised,non_equity_assistance,100000,,7,r_00001000,alpaca,Alpaca,"Dec 10, 2018",Pre Seed Round - Alpaca,https://www.crunchbase.com/funding_round/alpaca-pre-seed--f13335b2,6,,
Energy Robotics,energy-robotics,"Artificial Intelligence (AI), Robotics, Software",Darmstadt,Energy Robotics is a developer of software solutions for mobile inspection robots.,116418,seed,109106,2019-01-01,,,,2,Raised,grant,4919697,2477966,7,r_00001000,energy-robotics,Energy Robotics,"Oct 5, 2022",Grant - Energy Robotics,https://www.crunchbase.com/funding_round/energy-robotics-grant--d8214d45,1,,European Innovation Council
Energy Robotics,energy-robotics,"Artificial Intelligence (AI), Robotics, Software",Darmstadt,Energy Robotics is a developer of software solutions for mobile inspection robots.,116418,seed,109106,2019-01-01,,,,2,Raised,grant,4919697,2477966,7,r_00001000,energy-robotics,Energy Robotics,"Jan 12, 2021",Seed Round - Energy Robotics,https://www.crunchbase.com/funding_round/energy-robotics-seed--33788522,6,,Earlybird Venture Capital
Futurised,futurised,"Artificial Intelligence (AI), Software",Hamburg,Futurised AI-powered process automation is your roadmap to a more efficient future.,116673,seed,109352,2022-01-01,,,,1,Raised,angel,271749,271749,1,,futurised,Futurised,"Aug 29, 2023",Angel Round - Futurised,https://www.crunchbase.com/funding_round/futurised-angel--0505d52f,1,,Carsten Maschmeyer
5Analytics,5-analytics,"Analytics, Artificial Intelligence (AI), Business Intelligence, Consulting, Enterprise Software, Machine Learning, Predictive Analytics, Software",Stuttgart,5Analytics is an AI software company that helps companies integrate Artificial Intelligence into business processes.,117086,seed,109746,2016-03-24,,,,2,Raised,seed,1038490,949159,3,r_00000000,5-analytics,5Analytics,"Oct 11, 2017",Seed Round - 5Analytics,https://www.crunchbase.com/funding_round/5-analytics-seed--64261c65,3,,High-Tech Gruenderfonds
5Analytics,5-analytics,"Analytics, Artificial Intelligence (AI), Business Intelligence, Consulting, Enterprise Software, Machine Learning, Predictive Analytics, Software",Stuttgart,5Analytics is an AI software company that helps companies integrate Artificial Intelligence into business processes.,117086,seed,109746,2016-03-24,,,,2,Raised,seed,1038490,949159,3,r_00000000,5-analytics,5Analytics,"Aug 1, 2016",Convertible Note - 5Analytics,https://www.crunchbase.com/funding_round/5-analytics-convertible-note--95c61fad,1,,
Dadan,dadan-3c05,"Artificial Intelligence (AI), Information Technology, Video Editing",Berlin,Dadan is an innovative screen recording and video creation platform,117510,seed,110157,2024-01-01,,,,1,Raised,pre_seed,176000,176000,,,dadan-3c05,Dadan,"Sep 2, 2024",Pre Seed Round - Dadan,https://www.crunchbase.com/funding_round/dadan-3c05-pre-seed--c9403256,,,
Zana Technologies GmbH,idoctor,"Artificial Intelligence (AI), Fitness, Health Care, Home Health Care, Personal Health",Karlsruhe,Zana is an intelligent assistant that responds to health questions and empower people to get and stay healthy.,118656,seed,111260,2017-01-01,,,,4,Raised,pre_seed,458316,269085,2,r_00000000,idoctor,Zana Technologies GmbH,"Jul 16, 2019",Pre Seed Round - Zana Technologies GmbH,https://www.crunchbase.com/funding_round/idoctor-pre-seed--8bc4dffa,,,
Zana Technologies GmbH,idoctor,"Artificial Intelligence (AI), Fitness, Health Care, Home Health Care, Personal Health",Karlsruhe,Zana is an intelligent assistant that responds to health questions and empower people to get and stay healthy.,118656,seed,111260,2017-01-01,,,,4,Raised,pre_seed,458316,269085,2,r_00000000,idoctor,Zana Technologies GmbH,"Apr 9, 2019",Seed Round - Zana Technologies GmbH,https://www.crunchbase.com/funding_round/idoctor-seed--1f782953,1,,Plug and Play Insurtech
Zana Technologies GmbH,idoctor,"Artificial Intelligence (AI), Fitness, Health Care, Home Health Care, Personal Health",Karlsruhe,Zana is an intelligent assistant that responds to health questions and empower people to get and stay healthy.,118656,seed,111260,2017-01-01,,,,4,Raised,pre_seed,458316,269085,2,r_00000000,idoctor,Zana Technologies GmbH,"Dec 1, 2017",Grant - Zana Technologies GmbH,https://www.crunchbase.com/funding_round/idoctor-grant--0e2a12af,,,
Zana Technologies GmbH,idoctor,"Artificial Intelligence (AI), Fitness, Health Care, Home Health Care, Personal Health",Karlsruhe,Zana is an intelligent assistant that responds to health questions and empower people to get and stay healthy.,118656,seed,111260,2017-01-01,,,,4,Raised,pre_seed,458316,269085,2,r_00000000,idoctor,Zana Technologies GmbH,"Oct 6, 2017",Seed Round - Zana Technologies GmbH,https://www.crunchbase.com/funding_round/idoctor-seed--0c478cb4,1,,
dehaze,dehaze,"Artificial Intelligence (AI), Health Care, Medical",Munich,dehaze provides healthcare services by bringing medical AI models into clinical practice.,119296,seed,111876,2023-01-01,,,,1,Raised,pre_seed,20000,20000,1,,dehaze,dehaze,"Oct 9, 2023",Pre Seed Round - dehaze,https://www.crunchbase.com/funding_round/dehaze-pre-seed--628d60cb,1,,Techstars
Plantix,peat,"AgTech, Apps, Artificial Intelligence (AI), Image Recognition",Berlin,"Plantix is a digital agro-ecosystem for small-scale farming that includes a crop doctor driven by AI, illness alarms.",120434,m_and_a,112982,2015-11-12,,,,5,Raised,series_unknown,19785946,5889399,7,r_00001000,peat,Plantix,"Jul 31, 2020",Venture Round - Plantix,https://www.crunchbase.com/funding_round/peat-series-unknown--b836b648,4,,
Plantix,peat,"AgTech, Apps, Artificial Intelligence (AI), Image Recognition",Berlin,"Plantix is a digital agro-ecosystem for small-scale farming that includes a crop doctor driven by AI, illness alarms.",120434,m_and_a,112982,2015-11-12,,,,5,Raised,series_unknown,19785946,5889399,7,r_00001000,peat,Plantix,"Nov 21, 2019",Series A - Plantix,https://www.crunchbase.com/funding_round/peat-series-a--0c95e56f,4,,RTP Global
Plantix,peat,"AgTech, Apps, Artificial Intelligence (AI), Image Recognition",Berlin,"Plantix is a digital agro-ecosystem for small-scale farming that includes a crop doctor driven by AI, illness alarms.",120434,m_and_a,112982,2015-11-12,,,,5,Raised,series_unknown,19785946,5889399,7,r_00001000,peat,Plantix,"Jan 17, 2018",Seed Round - Plantix,https://www.crunchbase.com/funding_round/peat-seed--9fd5b8a8,1,,Index Ventures
Plantix,peat,"AgTech, Apps, Artificial Intelligence (AI), Image Recognition",Berlin,"Plantix is a digital agro-ecosystem for small-scale farming that includes a crop doctor driven by AI, illness alarms.",120434,m_and_a,112982,2015-11-12,,,,5,Raised,series_unknown,19785946,5889399,7,r_00001000,peat,Plantix,"Apr 13, 2017",Seed Round - Plantix,https://www.crunchbase.com/funding_round/peat-seed--e80c587a,2,,Atlantic Labs
Plantix,peat,"AgTech, Apps, Artificial Intelligence (AI), Image Recognition",Berlin,"Plantix is a digital agro-ecosystem for small-scale farming that includes a crop doctor driven by AI, illness alarms.",120434,m_and_a,112982,2015-11-12,,,,5,Raised,series_unknown,19785946,5889399,7,r_00001000,peat,Plantix,"Dec 1, 2016",Seed Round - Plantix,https://www.crunchbase.com/funding_round/peat-seed--c78a4678,1,,Atlantic Labs
Customcells Group,customcells,"Aerospace, Artificial Intelligence (AI), Automotive, Battery, Chemical, Chemical Engineering, CleanTech, Energy, Energy Efficiency, Energy Storage",Itzehoe,"Innovative cells, High performance batteries, Lithium ion, cells, Automotive cells, Aviation cells, High Si cells, battery technology",120958,early_stage_venture,113481,2013-01-01,,,,3,Raised,series_a,63334498,63334498,8,r_00001000,customcells,Customcells Group,"Dec 8, 2022",Series A - Customcells Group,https://www.crunchbase.com/funding_round/customcells-series-a--c93eb1f7,4,,"ABACON CAPITAL, World Fund"
Customcells Group,customcells,"Aerospace, Artificial Intelligence (AI), Automotive, Battery, Chemical, Chemical Engineering, CleanTech, Energy, Energy Efficiency, Energy Storage",Itzehoe,"Innovative cells, High performance batteries, Lithium ion, cells, Automotive cells, Aviation cells, High Si cells, battery technology",120958,early_stage_venture,113481,2013-01-01,,,,3,Raised,series_a,63334498,63334498,8,r_00001000,customcells,Customcells Group,"Jul 26, 2021",Seed Round - Customcells Group,https://www.crunchbase.com/funding_round/customcells-seed--6d248af8,3,,
Customcells Group,customcells,"Aerospace, Artificial Intelligence (AI), Automotive, Battery, Chemical, Chemical Engineering, CleanTech, Energy, Energy Efficiency, Energy Storage",Itzehoe,"Innovative cells, High performance batteries, Lithium ion, cells, Automotive cells, Aviation cells, High Si cells, battery technology",120958,early_stage_venture,113481,2013-01-01,,,,3,Raised,series_a,63334498,63334498,8,r_00001000,customcells,Customcells Group,"Nov 7, 2013",Venture Round - Customcells Group,https://www.crunchbase.com/funding_round/customcells-series-unknown--00c3b63d,2,,
CO2OPT,co2opt,"Artificial Intelligence (AI), Information Technology, Logistics, Sustainability",Hamburg,AI driven platform for tire management in the logistics industry,121381,seed,113889,2022-01-24,,,,2,Raised,seed,169100,,7,r_00000000,co2opt,CO2OPT,"Jun 6, 2023",Seed Round - CO2OPT,https://www.crunchbase.com/funding_round/co2opt-seed--f894cf0a,7,,
CO2OPT,co2opt,"Artificial Intelligence (AI), Information Technology, Logistics, Sustainability",Hamburg,AI driven platform for tire management in the logistics industry,121381,seed,113889,2022-01-24,,,,2,Raised,seed,169100,,7,r_00000000,co2opt,CO2OPT,"Feb 1, 2022",Grant - CO2OPT,https://www.crunchbase.com/funding_round/co2opt-grant--525d1fed,,,
diafyt MedTech,diafyt,"Artificial Intelligence (AI), Diabetes, Health Care, Machine Learning, Medical Device, Mobile Apps",Leipzig,App for people with diabetes,121826,seed,114315,2016-01-01,,,,5,Raised,seed,683020,18198,1,,diafyt,diafyt MedTech,"Feb 15, 2021",Seed Round - diafyt MedTech,https://www.crunchbase.com/funding_round/diafyt-seed--ae3d74be,,,
diafyt MedTech,diafyt,"Artificial Intelligence (AI), Diabetes, Health Care, Machine Learning, Medical Device, Mobile Apps",Leipzig,App for people with diabetes,121826,seed,114315,2016-01-01,,,,5,Raised,seed,683020,18198,1,,diafyt,diafyt MedTech,"May 10, 2018",Grant - diafyt MedTech,https://www.crunchbase.com/funding_round/diafyt-grant--e9efcfd1,1,,European Union
diafyt MedTech,diafyt,"Artificial Intelligence (AI), Diabetes, Health Care, Machine Learning, Medical Device, Mobile Apps",Leipzig,App for people with diabetes,121826,seed,114315,2016-01-01,,,,5,Raised,seed,683020,18198,1,,diafyt,diafyt MedTech,"May 10, 2018",Seed Round - diafyt MedTech,https://www.crunchbase.com/funding_round/diafyt-seed--9366eba8,,,
diafyt MedTech,diafyt,"Artificial Intelligence (AI), Diabetes, Health Care, Machine Learning, Medical Device, Mobile Apps",Leipzig,App for people with diabetes,121826,seed,114315,2016-01-01,,,,5,Raised,seed,683020,18198,1,,diafyt,diafyt MedTech,"Mar 2, 2018",Seed Round - diafyt MedTech,https://www.crunchbase.com/funding_round/diafyt-seed--39b7afc3,1,,
diafyt MedTech,diafyt,"Artificial Intelligence (AI), Diabetes, Health Care, Machine Learning, Medical Device, Mobile Apps",Leipzig,App for people with diabetes,121826,seed,114315,2016-01-01,,,,5,Raised,seed,683020,18198,1,,diafyt,diafyt MedTech,"Aug 1, 2017",Grant - diafyt MedTech,https://www.crunchbase.com/funding_round/diafyt-grant--f769f3ab,1,,European Union
Truscova GmbH,truscova-gmbh,"Artificial Intelligence (AI), Blockchain, Cyber Security, Network Security, Penetration Testing, Smart Contracts, Web3",Bremen,Truscova is a dynamic start-up providing blockchain security services for Solidity based blockchain ecosystems.,122253,,114730,2023-01-01,,,,1,Raised,grant,154229,154229,,,truscova-gmbh,Truscova GmbH,"Jan 1, 2025",Grant - Truscova GmbH,https://www.crunchbase.com/funding_round/truscova-gmbh-grant--c9bb7a95,,,
Vyoma GmbH,vyoma,"Aerospace, Artificial Intelligence (AI), Satellite Communication, Space Travel",Munich,"Vyoma helps in increasing confidence in space with real-time debris observations and AI, for safe and automated satellite operations.",122390,seed,114863,2020-08-17,,,,3,Raised,seed,14516731,5234752,6,r_00001000,vyoma,Vyoma GmbH,"Oct 3, 2023",Seed Round - Vyoma GmbH,https://www.crunchbase.com/funding_round/vyoma-seed--b665c3f3,1,,European Investment Fund
Vyoma GmbH,vyoma,"Aerospace, Artificial Intelligence (AI), Satellite Communication, Space Travel",Munich,"Vyoma helps in increasing confidence in space with real-time debris observations and AI, for safe and automated satellite operations.",122390,seed,114863,2020-08-17,,,,3,Raised,seed,14516731,5234752,6,r_00001000,vyoma,Vyoma GmbH,"Jun 20, 2023",Seed Round - Vyoma GmbH,https://www.crunchbase.com/funding_round/vyoma-seed--6178f038,5,,Atlantic Labs
Vyoma GmbH,vyoma,"Aerospace, Artificial Intelligence (AI), Satellite Communication, Space Travel",Munich,"Vyoma helps in increasing confidence in space with real-time debris observations and AI, for safe and automated satellite operations.",122390,seed,114863,2020-08-17,,,,3,Raised,seed,14516731,5234752,6,r_00001000,vyoma,Vyoma GmbH,"Aug 25, 2021",Seed Round - Vyoma GmbH,https://www.crunchbase.com/funding_round/vyoma-seed--86fb01a5,1,,Atlantic Labs
